move,823,1318,-1,1563729251865.7,OuterMostDiv/pdf-page1/pdf-scroll/null/null/null/
move,782,1335,-1,1563729251872.7,same
move,715,1361,-1,1563729251888.7,pdf-scroll/null/null/null/
move,658,1376,-1,1563729251905.1,null/
move,623,1381,-1,1563729251922.1,same
move,596,1381,-1,1563729251938.9,same
move,575,1381,-1,1563729251954.9,same
move,550,1382,-1,1563729251971.9,same
move,858,24,-1,1563729330998.3,null/null/null/null/null/
move,732,8,-1,1563729331608.9,null/
move,677,16,-1,1563729331616.7,null/null/
move,616,22,-1,1563729331631.5,null/null/null/null/null/
move,485,32,-1,1563729331648.9,same
move,298,36,-1,1563729331665.7,same
move,198,36,-1,1563729331682.1,same
move,118,35,-1,1563729331699.8,null/null/null/null/null/null/
move,55,34,-1,1563729331716.4,same
move,15,30,-1,1563729331732,null/null/
move,2,29,-1,1563729331745.8,null/
move,9,0,-1,1563729331991.3,same
move,93,18,-1,1563729343079.2,null/null/
move,91,19,-1,1563729343084.5,same
move,89,20,-1,1563729343099.7,null/null/null/null/
move,80,22,-1,1563729343118,null/null/null/null/null/
move,77,23,-1,1563729343132.7,same
move,70,24,-1,1563729343149.7,same
move,67,25,-1,1563729343165.9,same
move,63,25,-1,1563729343182.9,same
move,61,25,-1,1563729343199.9,same
move,59,25,-1,1563729343215.9,same
move,59,27,-1,1563729344386.9,null/null/null/null/null/null/
move,59,31,-1,1563729344399,same
move,59,40,-1,1563729344416.2,same
move,59,44,-1,1563729344432.7,same
move,59,47,-1,1563729344449.9,same
move,59,52,-1,1563729344466.8,same
move,59,60,-1,1563729344483.3,same
move,59,64,-1,1563729344500.2,null/null/null/null/null/
move,65,86,-1,1563729344516.8,null/
move,73,111,-1,1563729344535.5,OuterMostDiv/pdf-page1/pdf-scroll/null/null/null/
move,87,156,-1,1563729344549.9,same
move,102,220,-1,1563729344567.2,same
move,124,276,-1,1563729344583.2,same
move,142,319,-1,1563729344600.6,same
move,157,352,-1,1563729344617.5,same
move,167,375,-1,1563729344634.2,same
move,178,396,-1,1563729344650.1,same
move,186,413,-1,1563729344666,same
move,196,440,-1,1563729344684.7,same
move,199,451,-1,1563729344700.4,same
move,205,474,-1,1563729344716.5,same
move,212,512,-1,1563729344732.8,same
move,218,552,-1,1563729344752.1,same
move,224,601,-1,1563729344766.2,same
move,227,643,-1,1563729344783.6,same
move,228,672,-1,1563729344800.2,same
move,229,690,-1,1563729344816.7,same
move,229,699,-1,1563729344833.8,same
move,229,706,-1,1563729344850.9,same
move,229,712,-1,1563729344866.3,same
move,229,718,-1,1563729344884,same
move,229,722,-1,1563729344899.2,same
move,229,725,-1,1563729344916.2,same
move,229,726,-1,1563729344943.3,same
move,229,727,-1,1563729344965.3,same
move,228,728,-1,1563729344975.3,same
move,228,730,-1,1563729344983.2,same
move,228,733,-1,1563729344998.9,same
move,227,738,-1,1563729345016.3,same
move,226,745,-1,1563729345032.5,same
move,225,758,-1,1563729345050.7,same
move,223,774,-1,1563729345065.9,same
move,223,784,-1,1563729345083.1,same
move,222,790,-1,1563729345100.2,same
move,222,793,-1,1563729345115.6,same
move,222,794,-1,1563729345132.4,same
move,223,794,-1,1563729345875.7,same
move,227,794,-1,1563729345884.9,same
move,261,789,-1,1563729345900.7,same
move,347,783,-1,1563729345916.9,same
move,498,794,-1,1563729345940.7,same
move,549,806,-1,1563729345950.4,same
move,652,833,-1,1563729345965.9,same
move,774,856,-1,1563729345983.2,same
move,926,877,-1,1563729345999.3,same
move,1106,895,-1,1563729346017.5,SvgLayer/GraphMapContainer/GraphScrollContainer/null/null/
move,1382,928,-1,1563729346033.3,same
move,1554,950,-1,1563729346050.2,same
move,1714,971,-1,1563729346071.5,null/inner-frame/frame/GraphMapContainer/GraphScrollContainer/null/null/
move,1846,988,-1,1563729346084.4,SvgLayer/GraphMapContainer/GraphScrollContainer/null/null/
move,1904,996,-1,1563729346098.2,same
move,673,1321,-1,1563729407278.1,OuterMostDiv/pdf-page1/pdf-scroll/null/null/null/
move,435,1374,-1,1563729529882,null/
move,432,1260,-1,1563729529888,OuterMostDiv/pdf-page1/pdf-scroll/null/null/null/
move,423,1138,-1,1563729529903.9,same
move,390,764,-1,1563729529920.8,same
move,374,641,-1,1563729529936.7,same
move,309,346,-1,1563729529953.5,same
move,274,230,-1,1563729529970.4,same
move,261,186,-1,1563729529986.3,same
move,260,174,-1,1563729530003.4,same
move,260,168,-1,1563729530020.5,same
move,260,164,-1,1563729530036.4,same
move,259,162,-1,1563729530053.4,same
move,255,162,-1,1563729530069.5,same
