up,2,1563659590771.9,same
up,3,1563659590772.9,same
down, ,1563659591054.2,same
up, ,1563659591145.8,same
down,a,1563659591314.7,same
down,n,1563659591438.3,same
up,a,1563659591472.8,same
up,n,1563659591530.2,same
down,d,1563659591530.9,same
down, ,1563659591617.7,same
up,d,1563659591684.9,same
up, ,1563659591726.7,same
down,s,1563659591865.7,same
up,s,1563659592039.3,same
down,t,1563659592041.6,same
up,t,1563659592121.8,same
down,u,1563659592122.4,same
up,u,1563659592225,same
down,f,1563659592282.5,same
up,f,1563659592369.5,same
down,f,1563659592483.4,same
up,f,1563659592593.8,same
down,.,1563659592665.8,same
up,.,1563659592764.6,same
down,Control,1563659593380.8,same
down,Backspace,1563659593626.1,same
up,Backspace,1563659593665.6,same
down,Backspace,1563659593766.4,same
up,Backspace,1563659593833.8,same
down,Backspace,1563659593958.4,same
up,Backspace,1563659594009.6,same
down,Backspace,1563659594340.5,same
up,Backspace,1563659594369.4,same
up,Control,1563659595100.8,same
