move,236,837,-1,1563846596404.8,div#boxSegments/div#page-1/div#pdfScroll-48ff396679dec1310d3047dae85f7f5f/div/div#panels/div#viewPort/
move,236,837,-1,1563846596405.3,div#boxSegments/div#page-1/div#pdfScroll-48ff396679dec1310d3047dae85f7f5f/div/div#panels/div#viewPort/
move,204,614,-1,1563846596421.2,same
move,204,614,-1,1563846596421.5,same
move,200,586,-1,1563846596438,same
move,200,586,-1,1563846596438.3,same
move,199,580,-1,1563846596444.4,same
move,199,580,-1,1563846596444.4,same
move,197,566,-1,1563846596459.9,same
move,197,566,-1,1563846596460.1,same
move,193,550,-1,1563846596477,same
move,193,550,-1,1563846596477.1,same
move,180,539,-1,1563846596494.6,same
move,180,539,-1,1563846596494.8,same
move,169,538,-1,1563846596509.6,same
move,169,538,-1,1563846596509.7,same
move,169,537,-1,1563846596710.4,same
move,169,537,-1,1563846596710.6,same
move,167,535,-1,1563846596726.9,same
move,167,535,-1,1563846596727,same
move,166,534,-1,1563846596743.1,same
move,166,534,-1,1563846596743.2,same
move,166,521,-1,1563846596760,same
move,166,521,-1,1563846596760,same
move,168,517,-1,1563846596776.1,same
move,168,517,-1,1563846596776.2,same
move,171,517,-1,1563846596793.2,same
move,171,517,-1,1563846596793.3,same
move,173,517,-1,1563846596809.6,same
move,173,517,-1,1563846596809.7,same
move,174,517,-1,1563846596826.3,same
move,174,517,-1,1563846596826.4,same
move,176,517,-1,1563846596843.3,same
move,176,517,-1,1563846596843.4,same
move,177,518,-1,1563846596860.2,same
move,177,518,-1,1563846596860.2,same
move,182,519,-1,1563846596877.6,same
move,182,519,-1,1563846596877.7,same
move,189,521,-1,1563846596893.7,same
move,189,521,-1,1563846596893.7,same
move,196,522,-1,1563846596909.6,same
move,196,522,-1,1563846596909.7,same
move,212,526,-1,1563846596925.8,same
move,212,526,-1,1563846596925.9,same
move,221,529,-1,1563846596942.6,same
move,221,529,-1,1563846596942.8,same
move,225,530,-1,1563846596959.5,same
move,225,530,-1,1563846596959.6,same
move,235,535,-1,1563846596976.3,same
move,235,535,-1,1563846596976.4,same
move,239,537,-1,1563846596993.5,same
move,239,537,-1,1563846596993.6,same
move,241,540,-1,1563846597009.4,same
move,241,540,-1,1563846597009.5,same
move,241,541,-1,1563846597026.5,same
move,241,541,-1,1563846597026.6,same
move,242,542,-1,1563846597042.5,same
move,242,542,-1,1563846597042.6,same
move,244,543,-1,1563846597184.4,same
move,244,543,-1,1563846597184.5,same
move,249,545,-1,1563846597193.5,same
move,249,545,-1,1563846597193.5,same
move,260,550,-1,1563846597209.7,same
move,260,550,-1,1563846597209.8,same
move,273,554,-1,1563846597225.9,same
move,273,554,-1,1563846597226,same
move,284,556,-1,1563846597244.3,same
move,284,556,-1,1563846597244.4,same
move,292,557,-1,1563846597259.2,same
move,292,557,-1,1563846597259.2,same
move,296,557,-1,1563846597276.3,same
move,296,557,-1,1563846597276.3,same
move,298,558,-1,1563846597293.4,same
move,298,558,-1,1563846597293.4,same
move,180,1350,-1,1563846601326.3,div/div#panels/div#viewPort/
move,287,1346,-1,1563846604217.1,div#boxSegments/div#page-1/div#pdfScroll-48ff396679dec1310d3047dae85f7f5f/div/div#panels/div#viewPort/
move,343,1191,-1,1563846604229.6,same
move,409,1038,-1,1563846604245.8,same
move,466,931,-1,1563846604262,same
move,511,878,-1,1563846604278.2,same
move,535,852,-1,1563846604295.2,same
move,554,839,-1,1563846604312,same
move,564,830,-1,1563846604328.1,same
move,567,827,-1,1563846604345,same
move,568,827,-1,1563846604362.2,same
move,569,826,-1,1563846604704.3,same
move,571,825,-1,1563846604711.4,same
move,590,817,-1,1563846604728,same
move,628,805,-1,1563846604745,same
move,679,792,-1,1563846604763.1,same
move,719,782,-1,1563846604777.9,same
move,745,779,-1,1563846604795.1,same
move,762,779,-1,1563846604812.3,same
move,784,786,-1,1563846604828.3,same
move,805,798,-1,1563846604846.2,same
move,824,821,-1,1563846604862.1,same
move,838,856,-1,1563846604878.1,same
move,844,908,-1,1563846604895.4,same
move,843,935,-1,1563846604911.7,same
move,840,948,-1,1563846604928.2,same
move,824,980,-1,1563846604945.6,same
move,816,989,-1,1563846604962.1,same
move,790,1006,-1,1563846604978.9,same
move,770,1011,-1,1563846604995.1,same
move,744,1010,-1,1563846605013.1,same
move,703,999,-1,1563846605029,same
move,664,981,-1,1563846605045.5,same
move,637,958,-1,1563846605062,same
move,623,932,-1,1563846605078.2,same
move,616,905,-1,1563846605095,same
move,617,875,-1,1563846605112,same
move,632,843,-1,1563846605128.2,same
move,669,805,-1,1563846605145.7,same
move,691,792,-1,1563846605161.6,same
move,712,787,-1,1563846605177.9,same
move,748,788,-1,1563846605208.8,same
move,765,792,-1,1563846605211.2,same
move,797,805,-1,1563846605228,same
move,833,824,-1,1563846605245,same
move,858,839,-1,1563846605262.2,same
move,877,853,-1,1563846605278.3,same
move,892,864,-1,1563846605295.3,same
move,904,874,-1,1563846605312.1,same
move,912,883,-1,1563846605328.1,same
move,915,889,-1,1563846605345.3,same
move,915,900,-1,1563846605362.2,same
move,914,916,-1,1563846605378,same
move,908,946,-1,1563846605395.4,same
move,908,957,-1,1563846605413.2,same
move,908,960,-1,1563846605428.1,same
move,909,960,-1,1563846605509.6,same
move,910,960,-1,1563846605517.2,same
move,912,959,-1,1563846605529.5,same
move,917,957,-1,1563846605546.1,same
move,921,954,-1,1563846605561.8,same
move,923,953,-1,1563846605578.9,same
move,926,953,-1,1563846605594.8,same
move,929,953,-1,1563846605612,same
move,934,953,-1,1563846605628.2,same
move,942,953,-1,1563846605645,same
move,949,956,-1,1563846605662.4,same
move,965,962,-1,1563846605678.5,same
move,999,971,-1,1563846605695.9,same
move,1045,975,-1,1563846605712.9,same
move,1085,978,-1,1563846605728.9,same
move,1111,978,-1,1563846605746.3,same
move,1131,978,-1,1563846605762.1,same
move,1141,978,-1,1563846605778.8,same
move,1143,978,-1,1563846605795.7,same
down,1143,978,0,1563846606035,same
up,1143,978,0,1563846606115.8,div/div#boxSegments/div#page-1/div#pdfScroll-48ff396679dec1310d3047dae85f7f5f/div/div#panels/div#viewPort/
move,1144,977,-1,1563846606153.3,same
move,1144,975,-1,1563846606171.4,div#boxSegments/div#page-1/div#pdfScroll-48ff396679dec1310d3047dae85f7f5f/div/div#panels/div#viewPort/
move,1145,974,-1,1563846606178.2,same
move,1148,969,-1,1563846606195.2,same
move,1158,961,-1,1563846606211.4,same
move,1172,949,-1,1563846606228.7,same
move,1194,934,-1,1563846606245.4,same
move,1212,918,-1,1563846606262,div#pdfScroll-48ff396679dec1310d3047dae85f7f5f/div/div#panels/div#viewPort/
move,1231,905,-1,1563846606278.9,div/div#panels/div#viewPort/
move,1251,895,-1,1563846606295.6,same
move,1269,887,-1,1563846606312.5,same
move,1292,879,-1,1563846606328.6,same
move,1327,868,-1,1563846606345.7,div#graphScroll/div#panels/div#viewPort/
move,1353,863,-1,1563846606365.2,div/div#inner-frame/div#frame/div#graphMap/div#graphScroll/div#panels/div#viewPort/
move,1376,862,-1,1563846606380.4,same
move,1392,862,-1,1563846606396.1,same
move,1404,863,-1,1563846606413,same
move,1415,864,-1,1563846606429,same
move,1426,865,-1,1563846606446,same
move,1436,865,-1,1563846606463.1,same
move,1443,864,-1,1563846606479,same
move,1447,864,-1,1563846606496.2,same
move,1451,864,-1,1563846606512.3,same
move,1454,865,-1,1563846606529.2,same
move,1455,865,-1,1563846606546.1,same
move,1455,866,-1,1563846606562.3,same
move,1456,866,-1,1563846606579.4,same
move,1457,867,-1,1563846606596.3,same
move,1459,869,-1,1563846606613,same
move,1461,870,-1,1563846606629.8,same
move,1461,871,-1,1563846606645.7,same
